sentence,paraphrased_sentence,option1,option2,answer,gpt_category,gpt_category_names,in_original_experiment
"Elena brought the horse to the stables owned by Cynthia, so _ could sell the animal.","Elena brought the horse to the stables owned by Cynthia, so the animal could be sold by _.",Elena,Cynthia,1,5,['spatial'],1
Kevin was worried about Eric's infections so _ decided to go to an emergency clinic.,Kevin was worried about Eric's infections so the decision to go to an emergency clinic was made by _.,Kevin,Eric,2,2,['social'],1
The bird squawked at Mary's rushed approached and quieted when Jennifer came in since _ was threatening.,"Mary's rushed approach made the bird squawk, and it quieted when Jennifer came in, since it sensed a threat from _.",Mary,Jennifer,1,1,['physical'],1
People do not want to eat James burnt cake but they love his burger because the _ is tasteless.,People do not want to eat James burnt cake but they love his burger because of how tasteless the _ is.,cake,burger,1,1,['physical'],1
John painted the pole red close to the color of the wall and painted the frame white and now the _ is contrasting.,"John painted the pole red close to the color of the wall and painted the frame white, so the one that is now contrasting is the _.",frame,pole,1,1,['physical'],1
Mark preferred his drinks in paper cups over styrofoam cups because the _ are strong.,Mark preferred his drinks in paper cups over styrofoam cups because of the strength of the _.,styrofoam cups,paper cups,2,1,['physical'],1
Monica had trouble paying off their loan unlike Sarah because _ was an infrequent gambler.,"Monica had trouble paying off their loan unlike Sarah, because the infrequent gambler was _.",Monica,Sarah,2,2,['social'],1
"Derrick was sad that Robert did not show up, _ forgot they had an agreement to meet each other.","Derrick was sad that Robert did not show up, as they had an agreement to meet each other that was forgotten by _.",Derrick,Robert,2,2,['social'],1
She suspected that her old makeup had expired after she put it on her skin because her _ was harder.,"She suspected that her old makeup had expired after she put it on her skin, because what felt harder was her _.",makeup,skin,1,1,['physical'],1
"Kevin drew the blood from Ian's arm, because _ was giving it to do some tests.","Kevin drew the blood from Ian's arm, because the person who was giving it to do some tests was _.",Kevin,Ian,2,1,['physical'],0
"Sookie roasted a turkey and served it with potatoes instead of carrots, because everyone in her family would have hated the _ .","Sookie roasted a turkey and served it with potatoes instead of carrots, because everyone in her family would have hated the _.",carrots,potatoes,1,2,['social'],1
They were wanting  to move the bed thru the door. The _ was way to small.,"They were wanting to move the bed through the door, but the problem was the small size of the _.",door,bed,1,"1, 5","['physical', 'spatial']",1
"Logan ended the one-side relationship they were having with Robert, which made _ feel relieved.",It was when Logan ended the one-side relationship they were having with Robert that the feeling of relief came for _.,Logan,Robert,1,2,['social'],1
Erin was eating more than Betty was eating for dinner because _ had a big lunch.,Erin was eating more than Betty for dinner because the one who had a big lunch was _.,Erin,Betty,2,3,['numerical'],1
I chose to drive the car over the truck because the _ had a small amount of gas.,I chose to drive the car over the truck because there was a small amount of gas in the _.,car,truck,2,1,['physical'],1
I chose to drive the car over the truck because the _ had a large amount of gas.,I chose to drive the car over the truck because there was a large amount of gas in the _.,car,truck,1,3,['numerical'],1
Megan didn't care for the comedians show but Patricia thought it was brilliant. _ hung out for the comedian's second set.,"Between Megan, who didn't care for the comedian's show, and Patricia, who thought it was brilliant. The one who hung out for the comedian's second set was _.",Megan,Patricia,2,2,['social'],1
"He liked filling the bucket with the hose better than the faucet, because the _ provided extra water pressure.",He liked filling the bucket with the hose better than the faucet because of the extra water pressure provided by the _.,faucet,hose,2,1,['physical'],1
Diana went to the laundromat and she used the washer but not the dryer because she only had enough money for the _ .,Diana went to the laundromat and she used the washer but not the dryer because she only had enough money for the _ .,washer,dryer,1,3,['numerical'],1
Ben wanted to propose to his girlfriend by hiding the ring in either cake or water. He decided to hide it in the _ because she drank the water fast.,"Ben wanted to propose to his girlfriend by hiding the ring in either cake or water. Because she drank the water fast, he decided to hide it in the _.",cake,water,1,"2, 4","['social', 'temporal']",1
"The woman avoided the hole but easily stepped over the pit, because the _ was very deep.",The woman avoided the hole but easily stepped over the pit because of how deep the _ was.,hole,pit,1,"1, 5","['physical', 'spatial']",1
"The woman avoided the hole but easily stepped over the pit, because the _ was very shallow.",The woman avoided the hole but easily stepped over the pit because of how shallow the _ was.,hole,pit,2,"1, 5","['physical', 'spatial']",1
The lease in the city was more than the lease in the country because the value of the property in the _ was higher.,The lease in the city was more than the lease in the country because the property value was higher in the _.,city,country,1,2,['social'],1
Erin has a teenager whereas Patricia has toddler-age children because _ became a mother first.,Erin has a teenager whereas Patricia has toddler-age children because the first to become a mother was _.,Erin,Patricia,1,4,['temporal'],1
Kayla was very civil when dealing with Emily so that _ would be accepted by her.,Kayla was very civil when dealing with Emily so that acceptance by her would be granted to _.,Kayla,Emily,1,2,['social'],1
"Erin ordered a martini when Tanya only ordered a tonic water with lemon, because _ was pregnant.","Erin ordered a martini when Tanya only ordered a tonic water with lemon, because the one who was pregnant was _.",Erin,Tanya,2,2,['social'],1
The employee tried to put the extra clothes in the closets but the _ were too small.,The employee tried to put the extra clothes in the closets but couldn't due to the small size of the _.,closets,clothes,1,"1, 5","['physical', 'spatial']",1
"I loved my old gifts but not the new dishes, because the _ were so beautiful.","I loved my old gifts but not the new dishes, because of how beautiful I found the _.",gifts,dishes,1,1,['physical'],1
Betty used glue to fix Megan's toy because _ was too young to use superglue.,Betty used glue to fix Megan's toy because the one too young to use superglue was _.,Betty,Megan,2,2,['social'],1
